index,gesamt,a00..04,a05..09,a10..14,a15..19,a20..24,a25..29,a30..34,a35..39,a40..44,a45..49,a50..54,a55..59,a60..64,a65..69,a70..74,a75..79,a80+,unbekannt
LK Rastatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhein-Neckar-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Böblingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Esslingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Göppingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Heidenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Heilbronn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Heilbronn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hohenlohekreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ludwigsburg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Main-Tauber-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ostalbkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rems-Murr-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schwäbisch Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Stuttgart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Alb-Donau-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Biberach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bodenseekreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ravensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Reutlingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Sigmaringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Tübingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Ulm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Zollernalbkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Ansbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ansbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Erlangen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Erlangen-Höchstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Fürth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Fürth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neustadt a.d.Aisch-Bad Windsheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Nürnberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nürnberger Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Roth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Schwabach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Weißenburg-Gunzenhausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Deggendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dingolfing-Landau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Freyung-Grafenau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kelheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Landshut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Landshut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Passau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Passau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Regen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rottal-Inn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Straubing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Straubing-Bogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Altötting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Tölz-Wolfratshausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Berchtesgadener Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dachau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ebersberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Eichstätt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Erding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Freising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Fürstenfeldbruck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Garmisch-Partenkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Ingolstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Landsberg a.Lech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Miesbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Mühldorf a.Inn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK München,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK München,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neuburg-Schrobenhausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Pfaffenhofen a.d.Ilm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Rosenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rosenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Starnberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Traunstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Weilheim-Schongau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bamberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bamberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bayreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bayreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Coburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Coburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Forchheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Hof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kronach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kulmbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lichtenfels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wunsiedel i.Fichtelgebirge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Amberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Amberg-Sulzbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neumarkt i.d.OPf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neustadt a.d.Waldnaab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Regensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Regensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schwandorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Tirschenreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Weiden i.d.OPf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aichach-Friedberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Augsburg,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dillingen a.d.Donau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Donau-Ries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Günzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Kaufbeuren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Kempten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lindau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Memmingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neu-Ulm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Oberallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ostallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Unterallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Aschaffenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aschaffenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Kissingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Haßberge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kitzingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Main-Spessart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Miltenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhön-Grabfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Schweinfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schweinfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Würzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Würzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Charlottenburg-Wilmersdorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Friedrichshain-Kreuzberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Lichtenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Marzahn-Hellersdorf,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Mitte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Neukölln,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Pankow,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Reinickendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Spandau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Steglitz-Zehlendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Berlin Tempelhof-Schöneberg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SK Berlin Treptow-Köpenick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Barnim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Brandenburg a.d.Havel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Cottbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dahme-Spreewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Elbe-Elster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Frankfurt (Oder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Havelland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Märkisch-Oderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Oberhavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Oberspreewald-Lausitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Oder-Spree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ostprignitz-Ruppin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Potsdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Potsdam-Mittelmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Prignitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Spree-Neiße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Teltow-Fläming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Uckermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bremerhaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Hamburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bergstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Darmstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Darmstadt-Dieburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Frankfurt am Main,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Groß-Gerau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hochtaunuskreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Main-Kinzig-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Main-Taunus-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Odenwaldkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Offenbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Offenbach,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Rheingau-Taunus-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wetteraukreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Wiesbaden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gießen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lahn-Dill-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Limburg-Weilburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Marburg-Biedenkopf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vogelsbergkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Fulda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hersfeld-Rotenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Kassel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kassel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schwalm-Eder-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Waldeck-Frankenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Werra-Meißner-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ludwigslust-Parchim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Mecklenburgische Seenplatte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nordwestmecklenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vorpommern-Greifswald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vorpommern-Rügen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Braunschweig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gifhorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Goslar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Helmstedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Northeim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Peine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Salzgitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wolfenbüttel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Diepholz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hameln-Pyrmont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region Hannover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hildesheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Holzminden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nienburg (Weser),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schaumburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Celle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cuxhaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Harburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Heidekreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lüchow-Dannenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lüneburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Osterholz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rotenburg (Wümme),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Stade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Uelzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Verden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ammerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cloppenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Delmenhorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Emden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Emsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Friesland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Grafschaft Bentheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Leer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Oldenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Oldenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Osnabrück,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Osnabrück,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vechta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wesermarsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Wilhelmshaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wittmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bochum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ennepe-Ruhr-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Hagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Hamm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Herne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hochsauerlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Märkischer Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Olpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Siegen-Wittgenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Soest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Unna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gütersloh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Herford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Höxter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lippe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Minden-Lübbecke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Paderborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Duisburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Essen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kleve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Krefeld,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Mettmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Mönchengladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Mülheim a.d.Ruhr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Oberhausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Remscheid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhein-Kreis Neuss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Solingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Viersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
